order_id,order_date,business_unit,destination_country,supplier,product_id,product_name,product_category,quantity_ordered,quantity_delivered,unit_price_eur,promised_delivery_date,actual_delivery_date,status,priority,shipping_mode,snapshot_date
ORD-2026-032485,2026-05-15,LATAM,Mexico,Bellora Cosmetics,SKU-0014,Briselle Eau de Toilette 100ml Classic,Fragrance,96,96,37.62,2026-06-30,2026-06-30,Delivered,Normal,Sea,2026-09-12
ORD-2026-032486,2026-05-15,FRANCE,France,Cedar Fragrance Works,SKU-0009,Aureva Fragrance Gift Set 3pc Intense,Gift Set,48,48,64.43,2026-06-04,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032487,2026-05-15,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0085,Heloria Eau de Parfum 50ml Classic,Fragrance,852,852,28.99,2026-05-27,2026-05-25,Delivered,High,Air,2026-09-12
ORD-2026-032488,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,144,144,34.63,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032489,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0001,Aureva Eau de Parfum 50ml Classic,Fragrance,84,84,26.58,2026-06-01,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032490,2026-05-15,MIDDLE_EAST,United Arab Emirates,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,84,84,29.50,2026-06-25,2026-06-23,Delivered,Normal,Sea,2026-09-12
ORD-2026-032491,2026-05-15,IBERIA,Spain,Aster Manufacturing,SKU-0055,Elunora Eau de Parfum 50ml Intense,Fragrance,360,360,32.01,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032492,2026-05-15,DACH,Germany,Dune Personal Care,SKU-0016,Briselle Discovery Set 5x10ml Classic,Gift Set,60,60,25.40,2026-06-12,2026-06-12,Delivered,Normal,Road,2026-09-12
ORD-2026-032493,2026-05-15,LATAM,Chile,Cedar Fragrance Works,SKU-0069,Fiorenne Fragrance Gift Set 3pc Intense,Gift Set,60,60,57.26,2026-07-10,2026-07-13,Delivered,Normal,Sea,2026-09-12
ORD-2026-032494,2026-05-15,NORTH_AMERICA,Canada,Elara Beauty Labs,SKU-0077,Galenza Body Lotion 200ml Classic,Body Care,984,984,4.77,2026-05-28,2026-05-26,Delivered,High,Air,2026-09-12
ORD-2026-032495,2026-05-15,NORTH_AMERICA,United States,Dune Personal Care,SKU-0034,Cendora Discovery Set 5x10ml Intense,Gift Set,156,156,19.44,2026-06-24,2026-06-24,Delivered,Normal,Sea,2026-09-12
ORD-2026-032496,2026-05-15,FRANCE,France,Fenn Packaging & Assembly,SKU-0096,Heloria Face Serum 30ml Intense,Skin Care,156,156,10.87,2026-05-27,2026-05-27,Delivered,Normal,Road,2026-09-12
ORD-2026-032497,2026-05-15,LATAM,Chile,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,36,36,15.25,2026-06-08,2026-06-08,Delivered,High,Air,2026-09-12
ORD-2026-032498,2026-05-15,DACH,Austria,Fenn Packaging & Assembly,SKU-0120,Jovira Face Serum 30ml Intense,Skin Care,408,408,27.12,2026-06-08,2026-06-15,Delivered,Normal,Road,2026-09-12
ORD-2026-032499,2026-05-15,DACH,Austria,Dune Personal Care,SKU-0028,Cendora Discovery Set 5x10ml Classic,Gift Set,156,156,18.22,2026-06-11,2026-06-11,Delivered,Normal,Road,2026-09-12
ORD-2026-032500,2026-05-15,ITALY,Italy,Dune Personal Care,SKU-0070,Fiorenne Discovery Set 5x10ml Intense,Gift Set,456,456,16.19,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032501,2026-05-15,IBERIA,Spain,Elara Beauty Labs,SKU-0065,Fiorenne Body Lotion 200ml Classic,Body Care,96,96,5.46,2026-06-05,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032502,2026-05-15,FRANCE,France,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,420,420,21.03,2026-06-03,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032503,2026-05-15,MIDDLE_EAST,United Arab Emirates,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,432,432,29.50,2026-06-24,2026-06-24,Delivered,Normal,Sea,2026-09-12
ORD-2026-032504,2026-05-15,ITALY,Italy,Cedar Fragrance Works,SKU-0057,Elunora Fragrance Gift Set 3pc Intense,Gift Set,36,36,63.45,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032505,2026-05-15,DACH,Switzerland,Elara Beauty Labs,SKU-0059,Elunora Body Lotion 200ml Intense,Body Care,360,360,4.56,2026-06-01,2026-06-04,Delivered,Normal,Road,2026-09-12
ORD-2026-032506,2026-05-15,FRANCE,France,Dune Personal Care,SKU-0118,Jovira Discovery Set 5x10ml Intense,Gift Set,84,84,21.74,2026-06-03,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032507,2026-05-15,FRANCE,France,Bellora Cosmetics,SKU-0062,Fiorenne Eau de Toilette 100ml Classic,Fragrance,384,384,40.07,2026-06-03,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032508,2026-05-15,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,1596,1596,19.56,2026-06-18,2026-06-19,Delivered,High,Sea,2026-09-12
ORD-2026-032509,2026-05-15,DACH,Germany,Cedar Fragrance Works,SKU-0057,Elunora Fragrance Gift Set 3pc Intense,Gift Set,312,312,63.45,2026-06-08,2026-06-12,Delivered,Normal,Road,2026-09-12
ORD-2026-032510,2026-05-15,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0044,Dorevia Eau de Toilette 100ml Intense,Fragrance,456,456,24.68,2026-06-02,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032511,2026-05-15,NORTH_AMERICA,Canada,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,204,204,21.03,2026-06-17,2026-06-15,Delivered,Normal,Sea,2026-09-12
ORD-2026-032512,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0007,Aureva Eau de Parfum 50ml Intense,Fragrance,552,552,19.59,2026-05-28,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032513,2026-05-15,IBERIA,Spain,Dune Personal Care,SKU-0022,Briselle Discovery Set 5x10ml Intense,Gift Set,360,360,15.64,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032514,2026-05-15,NORTH_AMERICA,United States,Elara Beauty Labs,SKU-0011,Aureva Body Lotion 200ml Intense,Body Care,84,84,4.65,2026-06-01,2026-06-01,Delivered,High,Air,2026-09-12
ORD-2026-032515,2026-05-15,IBERIA,Spain,Cedar Fragrance Works,SKU-0027,Cendora Fragrance Gift Set 3pc Classic,Gift Set,876,876,54.06,2026-06-02,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032516,2026-05-15,ITALY,Italy,Elara Beauty Labs,SKU-0023,Briselle Body Lotion 200ml Intense,Body Care,24,24,9.17,2026-06-03,2026-06-03,Delivered,High,Road,2026-09-12
ORD-2026-032517,2026-05-15,FRANCE,France,Fenn Packaging & Assembly,SKU-0072,Fiorenne Face Serum 30ml Intense,Skin Care,36,36,23.43,2026-05-28,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032518,2026-05-15,MIDDLE_EAST,United Arab Emirates,Dune Personal Care,SKU-0016,Briselle Discovery Set 5x10ml Classic,Gift Set,456,456,25.40,2026-06-29,2026-07-08,Delivered,Normal,Sea,2026-09-12
ORD-2026-032519,2026-05-15,IBERIA,Spain,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,48,48,15.25,2026-06-10,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032520,2026-05-15,DACH,Germany,Cedar Fragrance Works,SKU-0009,Aureva Fragrance Gift Set 3pc Intense,Gift Set,36,36,64.43,2026-06-15,2026-06-15,Delivered,High,Road,2026-09-12
ORD-2026-032521,2026-05-15,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0014,Briselle Eau de Toilette 100ml Classic,Fragrance,48,48,37.62,2026-06-02,2026-06-22,Delivered,Normal,Road,2026-09-12
ORD-2026-032522,2026-05-15,UK_IRELAND,United Kingdom,Aster Manufacturing,SKU-0025,Cendora Eau de Parfum 50ml Classic,Fragrance,36,36,33.26,2026-06-03,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032523,2026-05-15,IBERIA,Spain,Dune Personal Care,SKU-0004,Aureva Discovery Set 5x10ml Classic,Gift Set,192,192,23.06,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032524,2026-05-15,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0006,Aureva Face Serum 30ml Classic,Skin Care,204,204,14.98,2026-06-22,2026-07-02,Delivered,Normal,Sea,2026-09-12
ORD-2026-032525,2026-05-15,FRANCE,France,Elara Beauty Labs,SKU-0101,Isavelle Body Lotion 200ml Classic,Body Care,72,72,12.19,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032526,2026-05-15,MIDDLE_EAST,United Arab Emirates,Dune Personal Care,SKU-0010,Aureva Discovery Set 5x10ml Intense,Gift Set,24,24,23.38,2026-06-29,2026-06-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032527,2026-05-15,FRANCE,France,Cedar Fragrance Works,SKU-0069,Fiorenne Fragrance Gift Set 3pc Intense,Gift Set,456,456,57.26,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032528,2026-05-15,DACH,Austria,Aster Manufacturing,SKU-0037,Dorevia Eau de Parfum 50ml Classic,Fragrance,324,324,34.08,2026-05-28,2026-05-28,Delivered,Normal,Road,2026-09-12
ORD-2026-032529,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,144,144,34.63,2026-06-03,2026-06-03,Delivered,High,Road,2026-09-12
ORD-2026-032530,2026-05-15,NORTH_AMERICA,Canada,Cedar Fragrance Works,SKU-0117,Jovira Fragrance Gift Set 3pc Intense,Gift Set,1572,1572,53.63,2026-06-08,2026-06-12,Delivered,High,Air,2026-09-12
ORD-2026-032531,2026-05-15,DACH,Germany,Fenn Packaging & Assembly,SKU-0108,Isavelle Face Serum 30ml Intense,Skin Care,396,396,12.78,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032532,2026-05-15,ITALY,Italy,Elara Beauty Labs,SKU-0083,Galenza Body Lotion 200ml Intense,Body Care,372,372,8.83,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032533,2026-05-15,LATAM,Mexico,Elara Beauty Labs,SKU-0113,Jovira Body Lotion 200ml Classic,Body Care,216,216,10.09,2026-05-28,2026-06-12,Delivered,High,Air,2026-09-12
ORD-2026-032534,2026-05-15,UK_IRELAND,United Kingdom,Elara Beauty Labs,SKU-0119,Jovira Body Lotion 200ml Intense,Body Care,48,48,9.44,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032535,2026-05-15,IBERIA,Spain,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,144,144,34.63,2026-06-01,2026-06-15,Delivered,Normal,Road,2026-09-12
ORD-2026-032536,2026-05-15,DACH,Austria,Dune Personal Care,SKU-0058,Elunora Discovery Set 5x10ml Intense,Gift Set,1032,1032,27.56,2026-06-09,2026-06-29,Delivered,Normal,Road,2026-09-12
ORD-2026-032537,2026-05-15,IBERIA,Spain,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,264,264,15.25,2026-06-02,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032538,2026-05-15,DACH,Switzerland,Fenn Packaging & Assembly,SKU-0054,Elunora Face Serum 30ml Classic,Skin Care,72,72,12.57,2026-06-08,2026-06-08,Delivered,High,Road,2026-09-12
ORD-2026-032539,2026-05-15,UK_IRELAND,United Kingdom,Elara Beauty Labs,SKU-0095,Heloria Body Lotion 200ml Intense,Body Care,120,120,9.53,2026-06-08,2026-06-08,Delivered,High,Road,2026-09-12
ORD-2026-032540,2026-05-15,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0002,Aureva Eau de Toilette 100ml Classic,Fragrance,432,432,40.55,2026-06-10,2026-06-10,Delivered,Normal,Road,2026-09-12
ORD-2026-032541,2026-05-15,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,60,60,21.03,2026-06-22,2026-06-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032542,2026-05-15,UK_IRELAND,Ireland,Elara Beauty Labs,SKU-0077,Galenza Body Lotion 200ml Classic,Body Care,36,36,4.92,2026-06-09,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032543,2026-05-15,DACH,Austria,Dune Personal Care,SKU-0118,Jovira Discovery Set 5x10ml Intense,Gift Set,72,72,21.74,2026-06-12,2026-06-10,Delivered,Normal,Road,2026-09-12
ORD-2026-032544,2026-05-15,MIDDLE_EAST,United Arab Emirates,Cedar Fragrance Works,SKU-0033,Cendora Fragrance Gift Set 3pc Intense,Gift Set,24,24,68.78,2026-06-04,2026-06-04,Delivered,High,Air,2026-09-12
ORD-2026-032545,2026-05-15,IBERIA,Spain,Elara Beauty Labs,SKU-0083,Galenza Body Lotion 200ml Intense,Body Care,72,72,8.83,2026-06-03,2026-06-23,Delivered,Normal,Road,2026-09-12
ORD-2026-032546,2026-05-15,NORTH_AMERICA,United States,Elara Beauty Labs,SKU-0017,Briselle Body Lotion 200ml Classic,Body Care,492,492,5.91,2026-06-25,2026-06-25,Delivered,Normal,Sea,2026-09-12
ORD-2026-032547,2026-05-15,NORTH_AMERICA,United States,Bellora Cosmetics,SKU-0032,Cendora Eau de Toilette 100ml Intense,Fragrance,84,84,26.72,2026-06-26,2026-07-13,Delivered,Normal,Sea,2026-09-12
ORD-2026-032548,2026-05-15,IBERIA,Portugal,Aster Manufacturing,SKU-0085,Heloria Eau de Parfum 50ml Classic,Fragrance,492,492,29.89,2026-06-02,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032549,2026-05-15,LATAM,Chile,Dune Personal Care,SKU-0106,Isavelle Discovery Set 5x10ml Intense,Gift Set,204,204,26.97,2026-07-06,2026-07-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032550,2026-05-15,FRANCE,France,Elara Beauty Labs,SKU-0083,Galenza Body Lotion 200ml Intense,Body Care,60,60,8.83,2026-05-26,2026-05-28,Delivered,Normal,Road,2026-09-12
ORD-2026-032551,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0001,Aureva Eau de Parfum 50ml Classic,Fragrance,708,708,25.78,2026-05-25,2026-05-25,Delivered,Normal,Road,2026-09-12
ORD-2026-032552,2026-05-15,MIDDLE_EAST,United Arab Emirates,Bellora Cosmetics,SKU-0038,Dorevia Eau de Toilette 100ml Classic,Fragrance,372,372,33.82,2026-06-22,2026-06-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032553,2026-05-15,FRANCE,France,Dune Personal Care,SKU-0016,Briselle Discovery Set 5x10ml Classic,Gift Set,252,252,25.40,2026-06-01,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032554,2026-05-15,DACH,Austria,Fenn Packaging & Assembly,SKU-0114,Jovira Face Serum 30ml Classic,Skin Care,576,576,18.68,2026-06-02,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032555,2026-05-15,NORTH_AMERICA,Canada,Fenn Packaging & Assembly,SKU-0006,Aureva Face Serum 30ml Classic,Skin Care,228,228,14.98,2026-06-16,2026-06-24,Delivered,Normal,Sea,2026-09-12
ORD-2026-032556,2026-05-15,NORTH_AMERICA,United States,Elara Beauty Labs,SKU-0083,Galenza Body Lotion 200ml Intense,Body Care,132,132,8.83,2026-06-19,2026-06-19,Delivered,Normal,Sea,2026-09-12
ORD-2026-032557,2026-05-15,DACH,Germany,Elara Beauty Labs,SKU-0119,Jovira Body Lotion 200ml Intense,Body Care,468,468,9.44,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032558,2026-05-15,ITALY,Italy,Cedar Fragrance Works,SKU-0105,Isavelle Fragrance Gift Set 3pc Intense,Gift Set,312,312,47.89,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032559,2026-05-15,IBERIA,Portugal,Fenn Packaging & Assembly,SKU-0084,Galenza Face Serum 30ml Intense,Skin Care,72,72,16.77,2026-06-02,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032560,2026-05-15,MIDDLE_EAST,United Arab Emirates,Aster Manufacturing,SKU-0019,Briselle Eau de Parfum 50ml Intense,Fragrance,36,36,44.13,2026-06-16,2026-06-16,Delivered,Normal,Sea,2026-09-12
ORD-2026-032561,2026-05-15,MIDDLE_EAST,United Arab Emirates,Cedar Fragrance Works,SKU-0105,Isavelle Fragrance Gift Set 3pc Intense,Gift Set,36,36,47.89,2026-06-01,2026-06-01,Delivered,High,Air,2026-09-12
ORD-2026-032562,2026-05-15,DACH,Germany,Fenn Packaging & Assembly,SKU-0108,Isavelle Face Serum 30ml Intense,Skin Care,252,252,12.78,2026-06-08,2026-06-05,Delivered,Normal,Road,2026-09-12
ORD-2026-032563,2026-05-15,FRANCE,France,Bellora Cosmetics,SKU-0098,Isavelle Eau de Toilette 100ml Classic,Fragrance,312,312,40.83,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032564,2026-05-15,NORTH_AMERICA,United States,Cedar Fragrance Works,SKU-0069,Fiorenne Fragrance Gift Set 3pc Intense,Gift Set,60,60,57.26,2026-07-03,2026-07-03,Delivered,Normal,Sea,2026-09-12
ORD-2026-032565,2026-05-15,IBERIA,Spain,Cedar Fragrance Works,SKU-0009,Aureva Fragrance Gift Set 3pc Intense,Gift Set,48,48,64.43,2026-06-02,2026-06-05,Delivered,Normal,Road,2026-09-12
ORD-2026-032566,2026-05-15,ITALY,Italy,Elara Beauty Labs,SKU-0101,Isavelle Body Lotion 200ml Classic,Body Care,576,576,12.19,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032567,2026-05-15,DACH,Germany,Dune Personal Care,SKU-0052,Elunora Discovery Set 5x10ml Classic,Gift Set,120,120,22.78,2026-06-11,2026-06-11,Delivered,Normal,Road,2026-09-12
ORD-2026-032568,2026-05-15,UK_IRELAND,United Kingdom,Fenn Packaging & Assembly,SKU-0066,Fiorenne Face Serum 30ml Classic,Skin Care,96,96,23.97,2026-06-08,2026-06-09,Delivered,Normal,Road,2026-09-12
ORD-2026-032569,2026-05-15,UK_IRELAND,United Kingdom,Aster Manufacturing,SKU-0097,Isavelle Eau de Parfum 50ml Classic,Fragrance,228,228,41.27,2026-06-03,2026-06-17,Delivered,High,Road,2026-09-12
ORD-2026-032570,2026-05-15,LATAM,Chile,Elara Beauty Labs,SKU-0011,Aureva Body Lotion 200ml Intense,Body Care,276,276,4.65,2026-06-29,2026-06-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032571,2026-05-15,FRANCE,France,Elara Beauty Labs,SKU-0023,Briselle Body Lotion 200ml Intense,Body Care,732,0,8.89,2026-05-26,,Cancelled,Normal,Road,2026-09-12
ORD-2026-032572,2026-05-15,NORTH_AMERICA,United States,Bellora Cosmetics,SKU-0092,Heloria Eau de Toilette 100ml Intense,Fragrance,120,120,34.62,2026-06-18,2026-06-17,Delivered,Normal,Sea,2026-09-12
ORD-2026-032573,2026-05-15,DACH,Germany,Dune Personal Care,SKU-0004,Aureva Discovery Set 5x10ml Classic,Gift Set,300,300,23.06,2026-06-11,2026-06-11,Delivered,Normal,Road,2026-09-12
ORD-2026-032574,2026-05-15,NORTH_AMERICA,United States,Elara Beauty Labs,SKU-0035,Cendora Body Lotion 200ml Intense,Body Care,132,132,5.82,2026-06-25,2026-07-09,Delivered,Normal,Sea,2026-09-12
ORD-2026-032575,2026-05-15,LATAM,Brazil,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,108,108,34.63,2026-06-29,2026-06-29,Delivered,Normal,Sea,2026-09-12
ORD-2026-032576,2026-05-15,UK_IRELAND,United Kingdom,Cedar Fragrance Works,SKU-0039,Dorevia Fragrance Gift Set 3pc Classic,Gift Set,36,36,61.01,2026-06-08,2026-06-15,Delivered,Normal,Road,2026-09-12
ORD-2026-032577,2026-05-15,NORTH_AMERICA,United States,Bellora Cosmetics,SKU-0062,Fiorenne Eau de Toilette 100ml Classic,Fragrance,288,288,40.07,2026-06-22,2026-06-22,Delivered,Normal,Sea,2026-09-12
ORD-2026-032578,2026-05-15,UK_IRELAND,United Kingdom,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,588,588,15.25,2026-06-11,2026-06-09,Delivered,Normal,Road,2026-09-12
ORD-2026-032579,2026-05-15,FRANCE,France,Cedar Fragrance Works,SKU-0099,Isavelle Fragrance Gift Set 3pc Classic,Gift Set,120,120,63.88,2026-06-05,2026-06-04,Delivered,Normal,Road,2026-09-12
ORD-2026-032580,2026-05-15,DACH,Germany,Aster Manufacturing,SKU-0031,Cendora Eau de Parfum 50ml Intense,Fragrance,120,120,23.85,2026-06-04,2026-06-04,Delivered,Normal,Road,2026-09-12
ORD-2026-032581,2026-05-15,FRANCE,France,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,312,312,15.25,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032582,2026-05-15,IBERIA,Portugal,Dune Personal Care,SKU-0082,Galenza Discovery Set 5x10ml Intense,Gift Set,156,156,14.80,2026-06-04,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032583,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0091,Heloria Eau de Parfum 50ml Intense,Fragrance,228,228,41.02,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032584,2026-05-15,DACH,Austria,Bellora Cosmetics,SKU-0032,Cendora Eau de Toilette 100ml Intense,Fragrance,60,60,26.72,2026-06-01,2026-07-16,Delivered,Normal,Road,2026-09-12
ORD-2026-032585,2026-05-15,IBERIA,Spain,Dune Personal Care,SKU-0022,Briselle Discovery Set 5x10ml Intense,Gift Set,828,0,15.17,2026-06-05,,Cancelled,Normal,Road,2026-09-12
ORD-2026-032586,2026-05-15,UK_IRELAND,United Kingdom,Elara Beauty Labs,SKU-0029,Cendora Body Lotion 200ml Classic,Body Care,396,396,5.54,2026-06-09,2026-06-15,Delivered,High,Road,2026-09-12
ORD-2026-032587,2026-05-15,DACH,Germany,Dune Personal Care,SKU-0076,Galenza Discovery Set 5x10ml Classic,Gift Set,744,744,14.52,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032588,2026-05-15,DACH,Austria,Cedar Fragrance Works,SKU-0057,Elunora Fragrance Gift Set 3pc Intense,Gift Set,228,228,63.45,2026-06-11,2026-06-11,Delivered,Normal,Road,2026-09-12
ORD-2026-032589,2026-05-15,DACH,Germany,Elara Beauty Labs,SKU-0107,Isavelle Body Lotion 200ml Intense,Body Care,48,48,10.62,2026-06-02,2026-06-02,Delivered,Normal,Road,2026-09-12
ORD-2026-032590,2026-05-15,ITALY,Italy,Elara Beauty Labs,SKU-0035,Cendora Body Lotion 200ml Intense,Body Care,228,228,5.82,2026-06-01,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032591,2026-05-15,FRANCE,France,Bellora Cosmetics,SKU-0092,Heloria Eau de Toilette 100ml Intense,Fragrance,468,468,34.62,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032592,2026-05-15,FRANCE,France,Elara Beauty Labs,SKU-0041,Dorevia Body Lotion 200ml Classic,Body Care,48,48,7.98,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032593,2026-05-15,LATAM,Mexico,Aster Manufacturing,SKU-0115,Jovira Eau de Parfum 50ml Intense,Fragrance,36,36,18.19,2026-06-29,2026-07-01,Delivered,Normal,Sea,2026-09-12
ORD-2026-032594,2026-05-15,DACH,Switzerland,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,84,84,34.63,2026-06-08,2026-06-08,Delivered,Normal,Road,2026-09-12
ORD-2026-032595,2026-05-15,IBERIA,Spain,Aster Manufacturing,SKU-0043,Dorevia Eau de Parfum 50ml Intense,Fragrance,108,108,35.37,2026-05-26,2026-05-25,Delivered,Normal,Road,2026-09-12
ORD-2026-032596,2026-05-15,MIDDLE_EAST,United Arab Emirates,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,456,456,29.50,2026-06-10,2026-06-17,Delivered,High,Air,2026-09-12
ORD-2026-032597,2026-05-15,NORTH_AMERICA,Canada,Dune Personal Care,SKU-0028,Cendora Discovery Set 5x10ml Classic,Gift Set,96,96,18.22,2026-06-30,2026-06-30,Delivered,Normal,Sea,2026-09-12
ORD-2026-032598,2026-05-15,MIDDLE_EAST,United Arab Emirates,Aster Manufacturing,SKU-0085,Heloria Eau de Parfum 50ml Classic,Fragrance,48,48,29.89,2026-06-17,2026-06-17,Delivered,Normal,Sea,2026-09-12
ORD-2026-032599,2026-05-15,LATAM,Mexico,Aster Manufacturing,SKU-0025,Cendora Eau de Parfum 50ml Classic,Fragrance,516,516,33.26,2026-06-29,2026-07-02,Delivered,Normal,Sea,2026-09-12
ORD-2026-032600,2026-05-15,DACH,Germany,Aster Manufacturing,SKU-0037,Dorevia Eau de Parfum 50ml Classic,Fragrance,564,564,34.08,2026-05-28,2026-05-27,Delivered,Normal,Road,2026-09-12
ORD-2026-032601,2026-05-15,FRANCE,France,Bellora Cosmetics,SKU-0056,Elunora Eau de Toilette 100ml Intense,Fragrance,240,240,28.64,2026-05-28,2026-06-03,Delivered,Normal,Road,2026-09-12
ORD-2026-032602,2026-05-15,FRANCE,France,Aster Manufacturing,SKU-0025,Cendora Eau de Parfum 50ml Classic,Fragrance,48,48,33.26,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032603,2026-05-15,NORTH_AMERICA,United States,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,528,528,29.50,2026-06-29,2026-07-16,Delivered,Normal,Sea,2026-09-12
ORD-2026-032604,2026-05-15,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0079,Galenza Eau de Parfum 50ml Intense,Fragrance,768,0,31.97,2026-06-19,,Cancelled,Normal,Sea,2026-09-12
ORD-2026-032605,2026-05-15,IBERIA,Spain,Fenn Packaging & Assembly,SKU-0018,Briselle Face Serum 30ml Classic,Skin Care,36,36,12.77,2026-06-02,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032606,2026-05-15,FRANCE,France,Fenn Packaging & Assembly,SKU-0012,Aureva Face Serum 30ml Intense,Skin Care,72,72,22.05,2026-06-01,2026-06-01,Delivered,Normal,Road,2026-09-12
ORD-2026-032607,2026-05-15,DACH,Germany,Aster Manufacturing,SKU-0019,Briselle Eau de Parfum 50ml Intense,Fragrance,84,84,44.13,2026-06-01,2026-05-29,Delivered,Normal,Road,2026-09-12
